,Product,Quantity,Value,date,year,month,day,price
1353,Wire Drawn,64572,78457,2015-11-15,2015,11,15,1.2150312829090009
1354,Black Plate,20841,14283,2015-11-15,2015,11,15,0.6853317978983734
1355,Tin Plate,42700,43708,2015-11-15,2015,11,15,1.0236065573770492
1356,Tin Free Steel,15842,16786,2015-11-15,2015,11,15,1.05958843580356
1357,Sheets Hot Rolled,218372,106665,2015-11-15,2015,11,15,0.48845547964024694
1358,Sheets Cold Rolled,146246,142152,2015-11-15,2015,11,15,0.9720060719609426
1359,Sheets & Strip Galv Hot Dipped,195559,162550,2015-11-15,2015,11,15,0.8312069503321249
1360,Sheets & Strip Galv Electrolyt,7036,7778,2015-11-15,2015,11,15,1.1054576463899943
1361,Sheets & Strip All Oth Met Coat,58077,45075,2015-11-15,2015,11,15,0.7761247998347022
1362,Sheets & Strip - Electrical,5299,9147,2015-11-15,2015,11,15,1.7261747499528213
1363,Strip - Hot Rolled,8851,6489,2015-11-15,2015,11,15,0.7331374985877303
1364,Strip - Cold Rolled,13736,32085,2015-11-15,2015,11,15,2.3358328479906816
1365,Total Selected Commodities,2125158,1775357,2015-12-15,2015,12,15,0.835400003199762
1366,Ingots And Steel For Castings,2053,3149,2015-12-15,2015,12,15,1.5338528981977593
1367,"Blooms, Billets And Slabs",275511,169504,2015-12-15,2015,12,15,0.6152349633952909
1368,Wire Rods,155034,79271,2015-12-15,2015,12,15,0.511313647328973
1369,Structural Shapes Heavy,80555,49223,2015-12-15,2015,12,15,0.6110483520576004
1370,Steel Piling,13937,13803,2015-12-15,2015,12,15,0.9903853053024324
1371,Plates Cut Lengths,126296,93199,2015-12-15,2015,12,15,0.7379410274276303
1372,Plates In Coils,116262,68643,2015-12-15,2015,12,15,0.5904164731382567
1373,Rails Standard,7490,7311,2015-12-15,2015,12,15,0.9761014686248332
1374,Rails All Other,1901,1616,2015-12-15,2015,12,15,0.8500789058390321
1375,Railroad Accessories,1450,1576,2015-12-15,2015,12,15,1.086896551724138
1376,Bars - Hot Rolled,114472,96079,2015-12-15,2015,12,15,0.8393231532601859
1377,Bars - Light Shaped,23809,15772,2015-12-15,2015,12,15,0.6624385736486202
1378,Bars - Reinforcing,114490,46490,2015-12-15,2015,12,15,0.40606166477421607
1379,Bars - Cold Finished,19361,42136,2015-12-15,2015,12,15,2.1763338670523216
1380,Tool Steel,11821,29283,2015-12-15,2015,12,15,2.477201590389984
1381,Standard Pipe,47566,42563,2015-12-15,2015,12,15,0.8948198292898288
1382,Oil Country Goods,43011,75317,2015-12-15,2015,12,15,1.7511101811164587
1383,Line Pipe > 16 Inches In Diameter,49261,71556,2015-12-15,2015,12,15,1.452589269401758
1384,Line Pipe <= 16 Inches In Diameter,20272,32606,2015-12-15,2015,12,15,1.6084254143646408
1385,Line Pipe - Not Specified,11065,9980,2015-12-15,2015,12,15,0.9019430637144148
1386,Mechanical Tubing,31484,44196,2015-12-15,2015,12,15,1.4037606403252445
1387,Pressure Tubing,3826,7836,2015-12-15,2015,12,15,2.0480920020909568
1388,Stainless Pipe & Tubing,10765,56731,2015-12-15,2015,12,15,5.269948908499768
1389,Pipe & Tubing Nonclassified,764,3636,2015-12-15,2015,12,15,4.7591623036649215
1390,Structural Pipe & Tube,26456,30075,2015-12-15,2015,12,15,1.1367931660114907
1391,Pipe For Piling,495,419,2015-12-15,2015,12,15,0.8464646464646465
1392,Wire Drawn,57868,73932,2015-12-15,2015,12,15,1.2775972903850141
1393,Black Plate,3171,2476,2015-12-15,2015,12,15,0.7808262377798801
1394,Tin Plate,72957,74853,2015-12-15,2015,12,15,1.025987910687117
1395,Tin Free Steel,11111,11599,2015-12-15,2015,12,15,1.0439204392043921
1396,Sheets Hot Rolled,214556,103756,2015-12-15,2015,12,15,0.48358470515856
1397,Sheets Cold Rolled,173963,152403,2015-12-15,2015,12,15,0.876065600156355
1398,Sheets & Strip Galv Hot Dipped,188316,152879,2015-12-15,2015,12,15,0.8118216189808619
1399,Sheets & Strip Galv Electrolyt,9244,8806,2015-12-15,2015,12,15,0.952617914322804
1400,Sheets & Strip All Oth Met Coat,54449,46694,2015-12-15,2015,12,15,0.8575731418391522
1401,Sheets & Strip - Electrical,6400,10236,2015-12-15,2015,12,15,1.599375
1402,Strip - Hot Rolled,7504,6168,2015-12-15,2015,12,15,0.8219616204690832
1403,Strip - Cold Rolled,16211,39583,2015-12-15,2015,12,15,2.441737092097958
1404,Total Selected Commodities,2402427,1861087,2016-01-15,2016,1,15,0.7746695321023281
1405,Ingots And Steel For Castings,3034,3439,2016-01-15,2016,1,15,1.1334871456822677
1406,"Blooms, Billets And Slabs",377671,196897,2016-01-15,2016,1,15,0.5213452978915512
1407,Wire Rods,116668,68905,2016-01-15,2016,1,15,0.5906075359138753
1408,Structural Shapes Heavy,87010,49950,2016-01-15,2016,1,15,0.5740719457533617
1409,Steel Piling,9840,9995,2016-01-15,2016,1,15,1.0157520325203253
1410,Plates Cut Lengths,93617,81285,2016-01-15,2016,1,15,0.8682717882435882
1411,Plates In Coils,145167,78942,2016-01-15,2016,1,15,0.5438012771497654
1412,Rails Standard,28505,26140,2016-01-15,2016,1,15,0.9170320996316436
1413,Rails All Other,822,813,2016-01-15,2016,1,15,0.9890510948905109
1414,Railroad Accessories,1615,1779,2016-01-15,2016,1,15,1.1015479876160992
1415,Bars - Hot Rolled,84734,74677,2016-01-15,2016,1,15,0.8813109259565227
1416,Bars - Light Shaped,12939,13552,2016-01-15,2016,1,15,1.0473761496251641
1417,Bars - Reinforcing,124419,45088,2016-01-15,2016,1,15,0.3623883811957981
1418,Bars - Cold Finished,24657,47347,2016-01-15,2016,1,15,1.9202254937745873
1419,Tool Steel,13819,28179,2016-01-15,2016,1,15,2.039148997756712
1420,Standard Pipe,80499,71210,2016-01-15,2016,1,15,0.8846072622020149
1421,Oil Country Goods,89261,124941,2016-01-15,2016,1,15,1.399726644335152
1422,Line Pipe > 16 Inches In Diameter,73372,87327,2016-01-15,2016,1,15,1.1901951698195496
1423,Line Pipe <= 16 Inches In Diameter,23354,28855,2016-01-15,2016,1,15,1.2355485141731608
1424,Line Pipe - Not Specified,21541,13259,2016-01-15,2016,1,15,0.6155238846850193
1425,Mechanical Tubing,35895,51019,2016-01-15,2016,1,15,1.4213400195013233
1426,Pressure Tubing,4133,8792,2016-01-15,2016,1,15,2.127268328090975
1427,Stainless Pipe & Tubing,9447,51709,2016-01-15,2016,1,15,5.4735894993119505
1428,Pipe & Tubing Nonclassified,1069,4024,2016-01-15,2016,1,15,3.764265668849392
1429,Structural Pipe & Tube,37705,39438,2016-01-15,2016,1,15,1.0459620739954913
1430,Pipe For Piling,1838,948,2016-01-15,2016,1,15,0.515778019586507
1431,Wire Drawn,65134,80934,2016-01-15,2016,1,15,1.2425768415881107
1432,Black Plate,7488,4679,2016-01-15,2016,1,15,0.6248664529914529
1433,Tin Plate,41944,40427,2016-01-15,2016,1,15,0.9638327293534236
1434,Tin Free Steel,12929,12835,2016-01-15,2016,1,15,0.9927295227782504
1435,Sheets Hot Rolled,329176,144041,2016-01-15,2016,1,15,0.43758050404646753
1436,Sheets Cold Rolled,154024,126469,2016-01-15,2016,1,15,0.8210993091985664
1437,Sheets & Strip Galv Hot Dipped,194676,145129,2016-01-15,2016,1,15,0.7454899422630422
1438,Sheets & Strip Galv Electrolyt,9142,8162,2016-01-15,2016,1,15,0.892802450229709
1439,Sheets & Strip All Oth Met Coat,54343,40990,2016-01-15,2016,1,15,0.7542829803286532
1440,Sheets & Strip - Electrical,6178,12239,2016-01-15,2016,1,15,1.9810618323081903
1441,Strip - Hot Rolled,12214,8625,2016-01-15,2016,1,15,0.7061568691665302
1442,Strip - Cold Rolled,12548,28048,2016-01-15,2016,1,15,2.2352566145999364
1443,Total Selected Commodities,2064981,1637936,2016-02-15,2016,2,15,0.7931966444243312
1444,Ingots And Steel For Castings,2261,3472,2016-02-15,2016,2,15,1.5356037151702786
1445,"Blooms, Billets And Slabs",158633,125152,2016-02-15,2016,2,15,0.7889405104864687
1446,Wire Rods,126347,62687,2016-02-15,2016,2,15,0.49614949306275574
1447,Structural Shapes Heavy,57822,38735,2016-02-15,2016,2,15,0.6699007298260178
1448,Steel Piling,9871,9738,2016-02-15,2016,2,15,0.9865261878229156
1449,Plates Cut Lengths,97843,82424,2016-02-15,2016,2,15,0.8424108009770755
1450,Plates In Coils,85496,44175,2016-02-15,2016,2,15,0.5166908393375129
1451,Rails Standard,7354,5398,2016-02-15,2016,2,15,0.7340223007886865
1452,Rails All Other,2063,2034,2016-02-15,2016,2,15,0.9859428017450315
1453,Railroad Accessories,801,968,2016-02-15,2016,2,15,1.2084893882646692
1454,Bars - Hot Rolled,88359,75437,2016-02-15,2016,2,15,0.8537557011736212
1455,Bars - Light Shaped,10709,8832,2016-02-15,2016,2,15,0.8247268652535251
1456,Bars - Reinforcing,163752,54085,2016-02-15,2016,2,15,0.3302860423078802
1457,Bars - Cold Finished,23324,44084,2016-02-15,2016,2,15,1.8900703138398216
1458,Tool Steel,9651,21263,2016-02-15,2016,2,15,2.203191379131696
1459,Standard Pipe,63320,54554,2016-02-15,2016,2,15,0.8615603284902085
1460,Oil Country Goods,97041,116795,2016-02-15,2016,2,15,1.203563442256366
1461,Line Pipe > 16 Inches In Diameter,59138,47443,2016-02-15,2016,2,15,0.8022422131286144
1462,Line Pipe <= 16 Inches In Diameter,14402,12688,2016-02-15,2016,2,15,0.8809887515622831
1463,Line Pipe - Not Specified,38516,21562,2016-02-15,2016,2,15,0.5598192958770382
1464,Mechanical Tubing,33038,44438,2016-02-15,2016,2,15,1.3450572068527151
1465,Pressure Tubing,2228,5032,2016-02-15,2016,2,15,2.258527827648115
1466,Stainless Pipe & Tubing,9040,46791,2016-02-15,2016,2,15,5.175995575221239
1467,Pipe & Tubing Nonclassified,928,3166,2016-02-15,2016,2,15,3.4116379310344827
1468,Structural Pipe & Tube,42777,40955,2016-02-15,2016,2,15,0.9574070177899339
1469,Pipe For Piling,810,643,2016-02-15,2016,2,15,0.7938271604938272
1470,Wire Drawn,64833,76633,2016-02-15,2016,2,15,1.1820060771520675
1471,Black Plate,11007,6843,2016-02-15,2016,2,15,0.6216952848187517
1472,Tin Plate,64218,61955,2016-02-15,2016,2,15,0.9647606590052633
1473,Tin Free Steel,14503,13184,2016-02-15,2016,2,15,0.9090532993173827
1474,Sheets Hot Rolled,228971,105740,2016-02-15,2016,2,15,0.4618052067729101
1475,Sheets Cold Rolled,159340,131411,2016-02-15,2016,2,15,0.824720722982302
1476,Sheets & Strip Galv Hot Dipped,213123,160149,2016-02-15,2016,2,15,0.7514393096944019
1477,Sheets & Strip Galv Electrolyt,10272,9583,2016-02-15,2016,2,15,0.9329244548286605
1478,Sheets & Strip All Oth Met Coat,60142,46112,2016-02-15,2016,2,15,0.7667187655881081
1479,Sheets & Strip - Electrical,4553,8823,2016-02-15,2016,2,15,1.9378431803206677
1480,Strip - Hot Rolled,12728,10762,2016-02-15,2016,2,15,0.8455373978629792
1481,Strip - Cold Rolled,15767,34190,2016-02-15,2016,2,15,2.168453098243166
1482,Total Selected Commodities,2359372,1752792,2016-03-15,2016,3,15,0.7429061631654525
1483,Ingots And Steel For Castings,3745,5300,2016-03-15,2016,3,15,1.4152202937249667
1484,"Blooms, Billets And Slabs",450510,193984,2016-03-15,2016,3,15,0.43058755632505386
1485,Wire Rods,127069,68590,2016-03-15,2016,3,15,0.5397854708858967
1486,Structural Shapes Heavy,63315,41189,2016-03-15,2016,3,15,0.6505409460633341
1487,Steel Piling,7657,7570,2016-03-15,2016,3,15,0.9886378477210396
1488,Plates Cut Lengths,118044,95895,2016-03-15,2016,3,15,0.8123665751753584
1489,Plates In Coils,70582,36297,2016-03-15,2016,3,15,0.5142529256751013
1490,Rails Standard,32353,22882,2016-03-15,2016,3,15,0.7072605322535778
1491,Rails All Other,2218,2256,2016-03-15,2016,3,15,1.0171325518485121
1492,Railroad Accessories,1533,1331,2016-03-15,2016,3,15,0.868232224396608
1493,Bars - Hot Rolled,78640,74554,2016-03-15,2016,3,15,0.9480417090539166
1494,Bars - Light Shaped,13214,10721,2016-03-15,2016,3,15,0.8113364613288936
1495,Bars - Reinforcing,222189,72989,2016-03-15,2016,3,15,0.32849961069179845
1496,Bars - Cold Finished,25004,48589,2016-03-15,2016,3,15,1.9432490801471765
1497,Tool Steel,12662,33613,2016-03-15,2016,3,15,2.654635918496288
1498,Standard Pipe,61389,53185,2016-03-15,2016,3,15,0.8663604228770627
1499,Oil Country Goods,55778,65017,2016-03-15,2016,3,15,1.1656387823156082
1500,Line Pipe > 16 Inches In Diameter,49564,44419,2016-03-15,2016,3,15,0.8961948188201113
1501,Line Pipe <= 16 Inches In Diameter,24100,31261,2016-03-15,2016,3,15,1.297136929460581
1502,Line Pipe - Not Specified,31119,24219,2016-03-15,2016,3,15,0.7782705099778271
1503,Mechanical Tubing,37524,50844,2016-03-15,2016,3,15,1.354972817396866
1504,Pressure Tubing,4310,8561,2016-03-15,2016,3,15,1.9863109048723897
1505,Stainless Pipe & Tubing,10312,52843,2016-03-15,2016,3,15,5.124418153607448
1506,Pipe & Tubing Nonclassified,3630,4518,2016-03-15,2016,3,15,1.2446280991735537
1507,Structural Pipe & Tube,34791,37171,2016-03-15,2016,3,15,1.0684084964502314
1508,Pipe For Piling,1860,1175,2016-03-15,2016,3,15,0.6317204301075269
1509,Wire Drawn,72261,85251,2016-03-15,2016,3,15,1.179765018474696
1510,Black Plate,8931,5568,2016-03-15,2016,3,15,0.6234464225730602
1511,Tin Plate,64021,56448,2016-03-15,2016,3,15,0.8817106886802768
1512,Tin Free Steel,14458,13670,2016-03-15,2016,3,15,0.9454973025314705
1513,Sheets Hot Rolled,182696,83570,2016-03-15,2016,3,15,0.4574265446424662
1514,Sheets Cold Rolled,144862,139764,2016-03-15,2016,3,15,0.9648078861261062
1515,Sheets & Strip Galv Hot Dipped,211498,155158,2016-03-15,2016,3,15,0.7336145022647969
1516,Sheets & Strip Galv Electrolyt,7918,7447,2016-03-15,2016,3,15,0.940515281636777
1517,Sheets & Strip All Oth Met Coat,74263,57040,2016-03-15,2016,3,15,0.7680810093855621
1518,Sheets & Strip - Electrical,5045,9241,2016-03-15,2016,3,15,1.8317145688800793
1519,Strip - Hot Rolled,12366,10312,2016-03-15,2016,3,15,0.8338994015849911
1520,Strip - Cold Rolled,17943,40351,2016-03-15,2016,3,15,2.2488435601627375
1521,Total Selected Commodities,2253069,1665064,2016-04-15,2016,4,15,0.7390204205907587
1522,Ingots And Steel For Castings,2004,3538,2016-04-15,2016,4,15,1.7654690618762474
1523,"Blooms, Billets And Slabs",400384,155747,2016-04-15,2016,4,15,0.38899406569693096
1524,Wire Rods,118582,62443,2016-04-15,2016,4,15,0.52658076267899
1525,Structural Shapes Heavy,57496,35262,2016-04-15,2016,4,15,0.6132948379017671
1526,Steel Piling,5992,6471,2016-04-15,2016,4,15,1.079939919893191
1527,Plates Cut Lengths,111274,82149,2016-04-15,2016,4,15,0.738258712727142
1528,Plates In Coils,72977,39028,2016-04-15,2016,4,15,0.5347986351864286
1529,Rails Standard,8643,6549,2016-04-15,2016,4,15,0.7577230128427629
1530,Rails All Other,13141,8700,2016-04-15,2016,4,15,0.662050072292824
1531,Railroad Accessories,576,642,2016-04-15,2016,4,15,1.1145833333333333
1532,Bars - Hot Rolled,106683,85822,2016-04-15,2016,4,15,0.8044580673584357
1533,Bars - Light Shaped,16768,12408,2016-04-15,2016,4,15,0.7399809160305344
1534,Bars - Reinforcing,96127,30730,2016-04-15,2016,4,15,0.31968125500639777
1535,Bars - Cold Finished,24102,45620,2016-04-15,2016,4,15,1.892788980167621
1536,Tool Steel,12654,27202,2016-04-15,2016,4,15,2.149675991781255
1537,Standard Pipe,71857,59709,2016-04-15,2016,4,15,0.8309420098250693
1538,Oil Country Goods,49505,70014,2016-04-15,2016,4,15,1.4142813857186143
1539,Line Pipe > 16 Inches In Diameter,85203,76950,2016-04-15,2016,4,15,0.9031372134783986
1540,Line Pipe <= 16 Inches In Diameter,32582,32550,2016-04-15,2016,4,15,0.9990178626235344
1541,Line Pipe - Not Specified,27176,15973,2016-04-15,2016,4,15,0.587761259935237
1542,Mechanical Tubing,37763,47574,2016-04-15,2016,4,15,1.2598045706114451
1543,Pressure Tubing,4199,6447,2016-04-15,2016,4,15,1.5353655632293404
1544,Stainless Pipe & Tubing,11212,56914,2016-04-15,2016,4,15,5.076168391009633
1545,Pipe & Tubing Nonclassified,1154,3851,2016-04-15,2016,4,15,3.3370883882149047
1546,Structural Pipe & Tube,46305,46499,2016-04-15,2016,4,15,1.0041896123528777
1547,Pipe For Piling,2640,1787,2016-04-15,2016,4,15,0.6768939393939394
1548,Wire Drawn,67173,77371,2016-04-15,2016,4,15,1.1518169502627544
1549,Black Plate,14014,9016,2016-04-15,2016,4,15,0.6433566433566433
1550,Tin Plate,38913,36357,2016-04-15,2016,4,15,0.9343150104078328
1551,Tin Free Steel,11425,11917,2016-04-15,2016,4,15,1.0430634573304158
1552,Sheets Hot Rolled,193832,89484,2016-04-15,2016,4,15,0.46165751785050974
1553,Sheets Cold Rolled,172720,150568,2016-04-15,2016,4,15,0.8717461787864752
1554,Sheets & Strip Galv Hot Dipped,218190,150759,2016-04-15,2016,4,15,0.6909528392685275
1555,Sheets & Strip Galv Electrolyt,13484,12190,2016-04-15,2016,4,15,0.9040344111539602
1556,Sheets & Strip All Oth Met Coat,70957,52311,2016-04-15,2016,4,15,0.7372211339261806
1557,Sheets & Strip - Electrical,3292,5859,2016-04-15,2016,4,15,1.7797691373025517
1558,Strip - Hot Rolled,14011,11159,2016-04-15,2016,4,15,0.7964456498465491
1559,Strip - Cold Rolled,18061,37493,2016-04-15,2016,4,15,2.0759094180831625
1560,Total Selected Commodities,2609392,1768298,2016-05-15,2016,5,15,0.6776666748422621
1561,Ingots And Steel For Castings,2926,5437,2016-05-15,2016,5,15,1.858168147641832
1562,"Blooms, Billets And Slabs",712848,233144,2016-05-15,2016,5,15,0.3270599061791574
1563,Wire Rods,131860,70136,2016-05-15,2016,5,15,0.5318974670104657
1564,Structural Shapes Heavy,76231,43082,2016-05-15,2016,5,15,0.5651506604924506
1565,Steel Piling,8092,8224,2016-05-15,2016,5,15,1.0163124073158676
1566,Plates Cut Lengths,106667,76235,2016-05-15,2016,5,15,0.7147008915597138
1567,Plates In Coils,72970,38871,2016-05-15,2016,5,15,0.532698369192819
1568,Rails Standard,7518,5751,2016-05-15,2016,5,15,0.7649640861931365
1569,Rails All Other,1130,983,2016-05-15,2016,5,15,0.8699115044247787
1570,Railroad Accessories,635,674,2016-05-15,2016,5,15,1.0614173228346457
1571,Bars - Hot Rolled,79503,73367,2016-05-15,2016,5,15,0.9228205224960064
1572,Bars - Light Shaped,17313,12088,2016-05-15,2016,5,15,0.6982036619881015
1573,Bars - Reinforcing,135887,48450,2016-05-15,2016,5,15,0.35654624798545853
1574,Bars - Cold Finished,22667,44480,2016-05-15,2016,5,15,1.9623240834693607
1575,Tool Steel,11476,25597,2016-05-15,2016,5,15,2.2304810038340883
1576,Standard Pipe,67075,57819,2016-05-15,2016,5,15,0.862005218039508
1577,Oil Country Goods,58014,63143,2016-05-15,2016,5,15,1.088409694211742
1578,Line Pipe > 16 Inches In Diameter,31880,37752,2016-05-15,2016,5,15,1.1841907151819322
1579,Line Pipe <= 16 Inches In Diameter,24506,26421,2016-05-15,2016,5,15,1.0781441279686608
1580,Line Pipe - Not Specified,27169,18918,2016-05-15,2016,5,15,0.696308292539291
1581,Mechanical Tubing,42827,56476,2016-05-15,2016,5,15,1.3187008195764354
1582,Pressure Tubing,4194,8990,2016-05-15,2016,5,15,2.143538388173581
1583,Stainless Pipe & Tubing,10688,59824,2016-05-15,2016,5,15,5.597305389221557
1584,Pipe & Tubing Nonclassified,1347,5851,2016-05-15,2016,5,15,4.343726800296956
1585,Structural Pipe & Tube,44038,48259,2016-05-15,2016,5,15,1.0958490394659157
1586,Pipe For Piling,1007,842,2016-05-15,2016,5,15,0.8361469712015889
1587,Wire Drawn,72866,81266,2016-05-15,2016,5,15,1.11528010320314
1588,Black Plate,8606,5274,2016-05-15,2016,5,15,0.6128282593539391
1589,Tin Plate,68302,60651,2016-05-15,2016,5,15,0.8879827823489795
1590,Tin Free Steel,20808,19132,2016-05-15,2016,5,15,0.9194540561322568
1591,Sheets Hot Rolled,229259,109919,2016-05-15,2016,5,15,0.47945336933337407
1592,Sheets Cold Rolled,161162,131730,2016-05-15,2016,5,15,0.8173763045879302
1593,Sheets & Strip Galv Hot Dipped,227742,169448,2016-05-15,2016,5,15,0.7440349167039896
1594,Sheets & Strip Galv Electrolyt,14276,12791,2016-05-15,2016,5,15,0.8959792659008126
1595,Sheets & Strip All Oth Met Coat,70694,54091,2016-05-15,2016,5,15,0.7651427278128271
1596,Sheets & Strip - Electrical,4242,7632,2016-05-15,2016,5,15,1.799151343705799
1597,Strip - Hot Rolled,14410,10595,2016-05-15,2016,5,15,0.7352532963219987
1598,Strip - Cold Rolled,16554,34957,2016-05-15,2016,5,15,2.11169505859611
1599,Total Selected Commodities,2559982,1861809,2016-06-15,2016,6,15,0.7272742542721004
1600,Ingots And Steel For Castings,1854,3676,2016-06-15,2016,6,15,1.982740021574973
1601,"Blooms, Billets And Slabs",500092,194462,2016-06-15,2016,6,15,0.3888524511489886
1602,Wire Rods,124507,71631,2016-06-15,2016,6,15,0.5753170504469628
1603,Structural Shapes Heavy,90400,51151,2016-06-15,2016,6,15,0.5658296460176991
1604,Steel Piling,4262,4486,2016-06-15,2016,6,15,1.052557484748944
1605,Plates Cut Lengths,94960,73213,2016-06-15,2016,6,15,0.7709877843302443
1606,Plates In Coils,101984,55612,2016-06-15,2016,6,15,0.545301223721368
1607,Rails Standard,20497,13687,2016-06-15,2016,6,15,0.6677562570132215
1608,Rails All Other,1426,1564,2016-06-15,2016,6,15,1.096774193548387
1609,Railroad Accessories,536,715,2016-06-15,2016,6,15,1.333955223880597
1610,Bars - Hot Rolled,90849,85662,2016-06-15,2016,6,15,0.9429052603771093
1611,Bars - Light Shaped,14498,10424,2016-06-15,2016,6,15,0.7189957235480756
1612,Bars - Reinforcing,190530,71753,2016-06-15,2016,6,15,0.37659686138665827
1613,Bars - Cold Finished,25196,50419,2016-06-15,2016,6,15,2.001071598666455
1614,Tool Steel,10369,24736,2016-06-15,2016,6,15,2.3855723792072525
1615,Standard Pipe,63274,52687,2016-06-15,2016,6,15,0.8326800897683092
1616,Oil Country Goods,67245,68361,2016-06-15,2016,6,15,1.0165960294445684
1617,Line Pipe > 16 Inches In Diameter,54949,66778,2016-06-15,2016,6,15,1.2152723434457406
1618,Line Pipe <= 16 Inches In Diameter,24383,24103,2016-06-15,2016,6,15,0.9885165894270599
1619,Line Pipe - Not Specified,25535,17274,2016-06-15,2016,6,15,0.6764832582729586
1620,Mechanical Tubing,43017,54065,2016-06-15,2016,6,15,1.2568286956319594
1621,Pressure Tubing,3749,8148,2016-06-15,2016,6,15,2.173379567884769
1622,Stainless Pipe & Tubing,9075,51660,2016-06-15,2016,6,15,5.692561983471075
1623,Pipe & Tubing Nonclassified,1025,3760,2016-06-15,2016,6,15,3.6682926829268294
1624,Structural Pipe & Tube,39410,44034,2016-06-15,2016,6,15,1.1173306267444811
1625,Pipe For Piling,961,590,2016-06-15,2016,6,15,0.6139438085327783
1626,Wire Drawn,71835,83024,2016-06-15,2016,6,15,1.1557597271525022
1627,Black Plate,18769,11319,2016-06-15,2016,6,15,0.6030688901912729
1628,Tin Plate,76596,68303,2016-06-15,2016,6,15,0.8917306386756488
1629,Tin Free Steel,17911,17760,2016-06-15,2016,6,15,0.9915694266093462
1630,Sheets Hot Rolled,204057,107888,2016-06-15,2016,6,15,0.5287150159024194
1631,Sheets Cold Rolled,185872,160787,2016-06-15,2016,6,15,0.8650415339588534
1632,Sheets & Strip Galv Hot Dipped,227949,164595,2016-06-15,2016,6,15,0.7220694102628219
1633,Sheets & Strip Galv Electrolyt,14110,11705,2016-06-15,2016,6,15,0.8295535081502481
1634,Sheets & Strip All Oth Met Coat,102238,73168,2016-06-15,2016,6,15,0.7156634519454605
1635,Sheets & Strip - Electrical,7130,11567,2016-06-15,2016,6,15,1.6223001402524544
1636,Strip - Hot Rolled,12240,10203,2016-06-15,2016,6,15,0.8335784313725491
1637,Strip - Cold Rolled,16692,36841,2016-06-15,2016,6,15,2.2071052000958544
1638,Total Selected Commodities,2962913,2077444,2016-07-15,2016,7,15,0.7011491731279319
1639,Ingots And Steel For Castings,1691,3333,2016-07-15,2016,7,15,1.971023063276168
1640,"Blooms, Billets And Slabs",719914,302708,2016-07-15,2016,7,15,0.4204780015390727
1641,Wire Rods,115358,66515,2016-07-15,2016,7,15,0.5765963348879142
1642,Structural Shapes Heavy,62218,38484,2016-07-15,2016,7,15,0.6185348291491208
1643,Steel Piling,3725,3893,2016-07-15,2016,7,15,1.0451006711409396
1644,Plates Cut Lengths,119368,92213,2016-07-15,2016,7,15,0.7725102204946049
1645,Plates In Coils,120140,67549,2016-07-15,2016,7,15,0.5622523722323955
1646,Rails Standard,29582,20070,2016-07-15,2016,7,15,0.678453113379758
1647,Rails All Other,3245,2137,2016-07-15,2016,7,15,0.6585516178736518
1648,Railroad Accessories,472,618,2016-07-15,2016,7,15,1.3093220338983051
1649,Bars - Hot Rolled,86365,81975,2016-07-15,2016,7,15,0.9491692236438372
1650,Bars - Light Shaped,14976,13142,2016-07-15,2016,7,15,0.8775373931623932
1651,Bars - Reinforcing,264156,110848,2016-07-15,2016,7,15,0.4196308242099365
1652,Bars - Cold Finished,22859,47841,2016-07-15,2016,7,15,2.092873704011549
1653,Tool Steel,11999,27030,2016-07-15,2016,7,15,2.2526877239769982
1654,Standard Pipe,45232,41376,2016-07-15,2016,7,15,0.9147506190307747
1655,Oil Country Goods,89288,94617,2016-07-15,2016,7,15,1.059683272108234
1656,Line Pipe > 16 Inches In Diameter,50517,44622,2016-07-15,2016,7,15,0.8833066096561554
1657,Line Pipe <= 16 Inches In Diameter,22681,23821,2016-07-15,2016,7,15,1.0502623341122526
1658,Line Pipe - Not Specified,42415,24798,2016-07-15,2016,7,15,0.5846516562536839
1659,Mechanical Tubing,37294,51087,2016-07-15,2016,7,15,1.3698450152839599
1660,Pressure Tubing,3528,6206,2016-07-15,2016,7,15,1.7590702947845804
1661,Stainless Pipe & Tubing,9217,47822,2016-07-15,2016,7,15,5.18845611370294
1662,Pipe & Tubing Nonclassified,1831,3878,2016-07-15,2016,7,15,2.1179683233205897
1663,Structural Pipe & Tube,30009,34325,2016-07-15,2016,7,15,1.1438235196107833
1664,Pipe For Piling,2430,1351,2016-07-15,2016,7,15,0.5559670781893004
1665,Wire Drawn,68655,79218,2016-07-15,2016,7,15,1.1538562377102906
1666,Black Plate,11293,7229,2016-07-15,2016,7,15,0.640131054635615
1667,Tin Plate,77247,68399,2016-07-15,2016,7,15,0.8854583349515192
1668,Tin Free Steel,18304,18083,2016-07-15,2016,7,15,0.9879261363636364
1669,Sheets Hot Rolled,302342,167345,2016-07-15,2016,7,15,0.5534957101560485
1670,Sheets Cold Rolled,206559,170962,2016-07-15,2016,7,15,0.8276666715078985
1671,Sheets & Strip Galv Hot Dipped,235938,182531,2016-07-15,2016,7,15,0.7736396850019921
1672,Sheets & Strip Galv Electrolyt,15090,12446,2016-07-15,2016,7,15,0.8247846255798542
1673,Sheets & Strip All Oth Met Coat,83071,62711,2016-07-15,2016,7,15,0.7549084518062862
1674,Sheets & Strip - Electrical,4189,7841,2016-07-15,2016,7,15,1.8718071138696586
1675,Strip - Hot Rolled,13076,11760,2016-07-15,2016,7,15,0.8993576017130621
